Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-01-03 00:00:00-05:00,128.78264911213327,129.39551842727084,122.74287269172645,123.63253021240234,112117500,0.0,0.0
2023-01-04 00:00:00-05:00,125.4316068972832,127.18126787275598,123.64241229292817,124.90769958496094,89113600,0.0,0.0
2023-01-05 00:00:00-05:00,125.66884902202133,126.30149268134268,123.32609306355886,123.58309936523438,80962700,0.0,0.0
2023-01-06 00:00:00-05:00,124.56171667837158,128.79251610668766,123.45458659001618,128.13021850585938,87754700,0.0,0.0
2023-01-09 00:00:00-05:00,128.97044308668717,131.87665458355607,128.39710751190108,128.65411376953125,70790800,0.0,0.0
2023-01-10 00:00:00-05:00,128.7628938707127,129.75140069783342,126.64748986401109,129.2274932861328,63896200,0.0,0.0
2023-01-11 00:00:00-05:00,129.7414893304502,131.97550878336855,128.96057576470602,131.95574951171875,69458900,0.0,0.0
2023-01-12 00:00:00-05:00,132.34126249583184,132.71688473025435,129.92930408672314,131.8766632080078,71379600,0.0,0.0
2023-01-13 00:00:00-05:00,130.51253218381837,133.36931580754018,130.14678954891528,133.21115112304688,57809700,0.0,0.0
2023-01-17 00:00:00-05:00,133.28033589487055,135.7120534872366,132.58838434758803,134.37757873535156,63646600,0.0,0.0
2023-01-18 00:00:00-05:00,135.24747146776636,137.01689153014115,133.47803632197883,133.65597534179688,69672800,0.0,0.0
2023-01-19 00:00:00-05:00,132.53899128723262,134.68404919653628,132.23255659782018,133.71531677246094,58280400,0.0,0.0
2023-01-20 00:00:00-05:00,133.72517191147224,136.4336854309728,132.67735732670167,136.285400390625,80223600,0.0,0.0
2023-01-23 00:00:00-05:00,136.5325341153351,141.67278077878365,136.31506144495467,139.48817443847656,81760300,0.0,0.0
2023-01-24 00:00:00-05:00,138.69737484670043,141.514625019409,138.6874952095744,140.89186096191406,66435100,0.0,0.0
2023-01-25 00:00:00-05:00,139.2707157250627,140.79300948686725,137.21461987031523,140.2295684814453,65799300,0.0,0.0
2023-01-26 00:00:00-05:00,141.52449124388164,142.59208020551668,140.26908361074402,142.305419921875,54105100,0.0,0.0
2023-01-27 00:00:00-05:00,141.51462437013356,145.53783884062292,141.43554202324185,144.25277709960938,70555800,0.0,0.0
2023-01-30 00:00:00-05:00,143.29394037386407,143.8771557170406,141.20819059706298,141.35646057128906,64015300,0.0,0.0
2023-01-31 00:00:00-05:00,141.05990031223737,142.68105066516867,140.64472931637368,142.63162231445312,65874500,0.0,0.0
2023-02-01 00:00:00-05:00,142.31530314667881,144.92496009089808,139.69576656602072,143.75851440429688,77663600,0.0,0.0
2023-02-02 00:00:00-05:00,147.18863235095503,149.44242627870938,146.46702672863907,149.08657836914062,118339000,0.0,0.0
2023-02-03 00:00:00-05:00,146.32863460622823,155.571177590554,146.13093629775682,152.72427368164062,154357300,0.0,0.0
2023-02-06 00:00:00-05:00,150.8164562342184,151.34036351523568,149.0470210083263,149.98609924316406,69858300,0.0,0.0
2023-02-07 00:00:00-05:00,148.90866692988584,153.44590961879757,148.90866692988584,152.87257385253906,83322600,0.0,0.0
2023-02-08 00:00:00-05:00,152.11141469080906,152.80336635897712,149.43255491704016,150.17393493652344,64120100,0.0,0.0
2023-02-09 00:00:00-05:00,152.0125441621068,152.55622581029445,148.69116137357645,149.135986328125,56007100,0.0,0.0
2023-02-10 00:00:00-05:00,147.9677914305051,149.8290111554016,147.73018216274517,149.50230407714844,57450700,0.23,0.0
2023-02-13 00:00:00-05:00,149.44292440380676,152.71987521484465,149.41322512989285,152.31398010253906,62199000,0.0,0.0
2023-02-14 00:00:00-05:00,150.60122163396125,152.23475701699866,149.35380697400552,151.67044067382812,61707600,0.0,0.0
2023-02-15 00:00:00-05:00,151.58135329250317,153.94749097395436,151.35365383790918,153.77919006347656,65573800,0.0,0.0
2023-02-16 00:00:00-05:00,151.97733873436857,154.76919088525318,151.8189476677602,152.17535400390625,68167900,0.0,0.0
2023-02-17 00:00:00-05:00,150.8289620773623,151.47246651343528,149.34393789585803,151.02696228027344,59144100,0.0,0.0
2023-02-21 00:00:00-05:00,148.7004026088836,149.78942626925934,146.92828058675818,146.99757385253906,58867200,0.0,0.0
2023-02-22 00:00:00-05:00,147.3836697109664,148.4528887502369,145.69075089528818,147.42327880859375,51011300,0.0,0.0
2023-02-23 00:00:00-05:00,148.59149969615066,148.83900369928494,145.76996312428713,147.90838623046875,48394200,0.0,0.0
2023-02-24 00:00:00-05:00,145.64123957502227,145.720442659753,144.26511807901926,145.2452392578125,55469600,0.0,0.0
2023-02-27 00:00:00-05:00,146.23526611588312,147.6806809778149,145.97785229460726,146.4431610107422,44998500,0.0,0.0
2023-02-28 00:00:00-05:00,145.58187179487862,147.5916032868755,145.36406704246494,145.9382781982422,50547000,0.0,0.0
2023-03-01 00:00:00-05:00,145.36403554214274,145.76003585720164,143.5621993638043,143.8592071533203,55479000,0.0,0.0
2023-03-02 00:00:00-05:00,142.93849350808966,145.24523225541392,142.46327502261613,144.45321655273438,52238100,0.0,0.0
2023-03-03 00:00:00-05:00,146.56195681168307,149.6013130753249,145.85905393614254,149.52210998535156,70732300,0.0,0.0
2023-03-06 00:00:00-05:00,152.2545345821982,154.7394840935164,151.92784263752011,152.2941436767578,87558000,0.0,0.0
2023-03-07 00:00:00-05:00,152.16546570634722,152.49217281957698,149.62113228238874,150.08644104003906,56182000,0.0,0.0
2023-03-08 00:00:00-05:00,151.28432094793195,151.93773504020743,150.31410963622918,151.34371948242188,47204800,0.0,0.0
2023-03-09 00:00:00-05:00,152.02683517023416,152.99704649679572,148.73008049756518,149.08648681640625,53833600,0.0,0.0
2023-03-10 00:00:00-05:00,148.7102983763868,149.43300577006005,146.13625093512175,147.01736450195312,68572400,0.0,0.0
2023-03-13 00:00:00-04:00,146.33426615185107,151.61105337476013,146.2253637849075,148.96771240234375,84457100,0.0,0.0
2023-03-14 00:00:00-04:00,149.7696098588517,151.86843881288326,148.60139830336453,151.0665283203125,73695900,0.0,0.0
2023-03-15 00:00:00-04:00,149.6805381701613,151.71996894085018,148.4232134799654,151.4625701904297,77167900,0.0,0.0
2023-03-16 00:00:00-04:00,150.64082983435895,154.89790141964556,150.1260173130943,154.2939910888672,76161100,0.0,0.0
2023-03-17 00:00:00-04:00,154.52170325241562,155.17511745555205,152.7396713831552,153.45248413085938,98944600,0.0,0.0
2023-03-20 00:00:00-04:00,153.52179760346752,156.24434176719376,152.61096953502098,155.82852172851562,73641400,0.0,0.0
2023-03-21 00:00:00-04:00,155.74929005159728,157.80850958417452,154.97706384382835,157.68971252441406,73938300,0.0,0.0
2023-03-22 00:00:00-04:00,157.70958221109754,160.5212245673394,156.2344526485275,156.25425720214844,75701800,0.0,0.0
2023-03-23 00:00:00-04:00,157.24422341863578,159.93706781022715,156.10569609721924,157.3432159423828,67622100,0.0,0.0
2023-03-24 00:00:00-04:00,157.27394850099208,158.73916800835937,156.27403774029648,158.6500701904297,59196500,0.0,0.0
2023-03-27 00:00:00-04:00,158.34313696257095,159.16485192823146,156.2937969084943,156.69970703125,52390300,0.0,0.0
2023-03-28 00:00:00-04:00,156.39283166414998,156.90764422361815,154.4226943488484,156.07601928710938,45992200,0.0,0.0
2023-03-29 00:00:00-04:00,157.7788549243155,159.4420897633789,157.75906547972215,159.16488647460938,51305700,0.0,0.0
2023-03-30 00:00:00-04:00,159.9172833200629,160.84790077737682,159.659884598305,160.73899841308594,49501700,0.0,0.0
2023-03-31 00:00:00-04:00,160.81817064051347,163.3526086978247,160.29346346957524,163.25360107421875,68749800,0.0,0.0
2023-04-03 00:00:00-04:00,162.62993146566447,164.62975289569243,162.58042764470542,164.51095581054688,56976200,0.0,0.0
2023-04-04 00:00:00-04:00,164.936680918264,165.17427510350078,163.46155155698554,163.9763641357422,46278300,0.0,0.0
2023-04-05 00:00:00-04:00,163.09524181864398,163.40214436262949,160.18459235196994,162.12501525878906,51511700,0.0,0.0
2023-04-06 00:00:00-04:00,160.80829044689202,163.3130448064106,160.38259082111486,163.0160369873047,45390100,0.0,0.0
2023-04-10 00:00:00-04:00,159.80836691031573,160.4122772216797,158.48174921205518,160.4122772216797,47716900,0.0,0.0
2023-04-11 00:00:00-04:00,160.72909253457362,160.7389872555695,158.90745173956898,159.19456481933594,47644200,0.0,0.0
2023-04-12 00:00:00-04:00,159.61035403821532,160.44196371360533,158.18472881957942,158.5015411376953,50133100,0.0,0.0
2023-04-13 00:00:00-04:00,160.01628790137767,164.14465273087802,159.80837789845614,163.90704345703125,68445600,0.0,0.0
2023-04-14 00:00:00-04:00,162.94672669437054,164.65946521821587,162.18442526560762,163.560546875,49386500,0.0,0.0
2023-04-17 00:00:00-04:00,163.4417358903036,163.73874370809605,162.39232135968928,163.58033752441406,41516200,0.0,0.0
2023-04-18 00:00:00-04:00,164.44166704612937,165.73858561594125,163.99614775175192,164.80796813964844,49923000,0.0,0.0
2023-04-19 00:00:00-04:00,164.14465925023921,166.48109766330478,163.8872454167369,165.95639038085938,47720200,0.0,0.0
2023-04-20 00:00:00-04:00,164.43175373561738,166.19398100625685,163.90704646438456,164.9861602783203,52456400,0.0,0.0
2023-04-21 00:00:00-04:00,163.40213579346278,164.78815208279067,162.8477292777316,163.3724365234375,58337300,0.0,0.0
2023-04-24 00:00:00-04:00,163.3526447044582,163.94666036414364,162.25372630855222,163.67935180664062,41949600,0.0,0.0
2023-04-25 00:00:00-04:00,163.5407390651718,164.64955210777222,162.09530911482935,162.13491821289062,48714100,0.0,0.0
2023-04-26 00:00:00-04:00,161.43200707778223,163.62984381357916,161.1746083552498,162.12501525878906,45498800,0.0,0.0
2023-04-27 00:00:00-04:00,163.54073931024718,166.87708827078586,163.54073931024718,166.7285919189453,64902300,0.0,0.0
2023-04-28 00:00:00-04:00,166.80779457565893,168.15421688581486,166.2038842356674,167.98590087890625,55209200,0.0,0.0
2023-05-01 00:00:00-04:00,167.5899022757501,168.74821914844807,166.95629265889536,167.8968048095703,52472900,0.0,0.0
2023-05-02 00:00:00-04:00,168.39179691797213,168.64921071415353,165.8672534099648,166.85726928710938,48425700,0.0,0.0
2023-05-03 00:00:00-04:00,167.80771888799373,169.21353985292495,165.4910849784499,165.77818298339844,65136000,0.0,0.0
2023-05-04 00:00:00-04:00,163.24372680909343,165.3722550253471,162.66951575440282,164.13473510742188,81235400,0.0,0.0
2023-05-05 00:00:00-04:00,169.27292902501793,172.55978934902075,169.0551242996228,171.8370819091797,113316400,0.0,0.0
2023-05-08 00:00:00-04:00,170.7579559365768,172.11428813282294,170.3916548495959,171.7677764892578,55962800,0.0,0.0
2023-05-09 00:00:00-04:00,171.3222729910744,171.80737116626167,169.88675280256177,170.0550537109375,45326900,0.0,0.0
2023-05-10 00:00:00-04:00,171.29257694818676,172.29248769554175,170.1837487273319,171.82717895507812,53724500,0.0,0.0
2023-05-11 00:00:00-04:00,172.11428168700377,172.84688383352895,170.4510470092042,172.01527404785156,49514700,0.0,0.0
2023-05-12 00:00:00-04:00,172.12430116865193,172.5605130962495,169.52687667093326,171.08335876464844,45497800,0.24,0.0
2023-05-15 00:00:00-04:00,171.66828335580215,171.71785564660993,169.9928397669383,170.58767700195312,37266700,0.0,0.0
2023-05-16 00:00:00-04:00,170.50836436212853,171.64845141401116,170.3199987334625,170.58767700195312,42110300,0.0,0.0
2023-05-17 00:00:00-04:00,170.23077817517168,171.4402543357864,168.9518826544196,171.20233154296875,57951600,0.0,0.0
2023-05-18 00:00:00-04:00,171.50967954625827,173.73038835732433,171.09329948055986,173.54202270507812,65496700,0.0,0.0
2023-05-19 00:00:00-04:00,174.8704617599002,174.8704617599002,173.43295602393476,173.65106201171875,55772400,0.0,0.0
2023-05-22 00:00:00-04:00,172.4812500525938,173.2049723802526,171.9558169325549,172.69935607910156,43570900,0.0,0.0
2023-05-23 00:00:00-04:00,171.63852857067366,171.88637487652753,169.80445985641978,170.08204650878906,50747300,0.0,0.0
2023-05-24 00:00:00-04:00,169.61611066863975,170.93465495874622,169.0510289027881,170.35964965820312,45143500,0.0,0.0
2023-05-25 00:00:00-04:00,170.92475054539574,172.4019050243478,170.21095188854838,171.499755859375,56058300,0.0,0.0
2023-05-26 00:00:00-04:00,171.82690796374212,174.2557989304357,171.61871039409903,173.91871643066406,54835000,0.0,0.0
2023-05-30 00:00:00-04:00,175.43556138959772,177.44807247659148,175.04892170114425,175.7726287841797,55964400,0.0,0.0
2023-05-31 00:00:00-04:00,175.80236562165695,177.80496826079084,175.23726871202743,175.72305297851562,99625300,0.0,0.0
2023-06-01 00:00:00-04:00,176.16919408040303,178.56834509008664,175.4058230368041,178.53860473632812,68901800,0.0,0.0
2023-06-02 00:00:00-04:00,179.47047169338217,180.21401063542314,177.7157155545107,179.3911590576172,61945900,0.0,0.0
2023-06-05 00:00:00-04:00,181.05668691999816,183.35669275593358,176.50621727974132,178.032958984375,121946500,0.0,0.0
2023-06-06 00:00:00-04:00,178.41961560329207,178.56831734898336,175.90148844243106,177.66616821289062,64848400,0.0,0.0
2023-06-07 00:00:00-04:00,176.90278572567038,179.64892709288569,175.7924390908418,176.2881317138672,61944600,0.0,0.0
2023-06-08 00:00:00-04:00,176.367453055308,179.2821284929526,175.93125619506344,179.01446533203125,50214900,0.0,0.0
2023-06-09 00:00:00-04:00,179.93643394119178,180.6601409825454,179.0739335613958,179.40109252929688,48870700,0.0,0.0
2023-06-12 00:00:00-04:00,179.70841552076647,182.30584013644759,179.4109969086846,182.20669555664062,54274900,0.0,0.0
2023-06-13 00:00:00-04:00,181.22524912557424,182.56361030209754,180.86834978636662,181.73085021972656,54929100,0.0,0.0
2023-06-14 00:00:00-04:00,181.79032062893717,182.8015378873281,180.45195952819037,182.36532592773438,57462900,0.0,0.0
2023-06-15 00:00:00-04:00,182.37524971506843,184.91319370821412,182.19679249165128,184.40757751464844,65433200,0.0,0.0
2023-06-16 00:00:00-04:00,185.12135487176403,185.37912470625074,182.68255574170084,183.3269500732422,101235600,0.0,0.0
2023-06-20 00:00:00-04:00,182.82137659501507,184.4968202621219,182.82137659501507,183.41619873046875,49799100,0.0,0.0
2023-06-21 00:00:00-04:00,183.30714894064778,183.8127651610623,181.01705115534045,182.37525939941406,49515700,0.0,0.0
2023-06-22 00:00:00-04:00,182.15712768065538,185.4386103729254,182.08772345340466,185.3890380859375,51245300,0.0,0.0
2023-06-23 00:00:00-04:00,183.9515223817669,185.9442011391384,183.416165915565,185.07177734375,53079300,0.0,0.0
2023-06-26 00:00:00-04:00,185.2205087707664,186.42999999051133,183.63428631385352,183.6739501953125,48088700,0.0,0.0
2023-06-27 00:00:00-04:00,184.28860667459685,186.7670698420573,184.07050070567323,186.43991088867188,50730800,0.0,0.0
2023-06-28 00:00:00-04:00,186.311023626698,188.26405378835105,185.9838798047539,187.61965942382812,51216800,0.0,0.0
2023-06-29 00:00:00-04:00,187.45114025988062,188.43261718372244,187.31234691859044,187.9567413330078,46347300,0.0,0.0
2023-06-30 00:00:00-04:00,189.97918829297507,192.80462759541973,189.6123654098311,192.2990264892578,85069600,0.0,0.0
2023-07-03 00:00:00-04:00,192.11063791232868,192.20978249103928,190.10803541561756,190.80201721191406,31458200,0.0,0.0
2023-07-05 00:00:00-04:00,189.91970062749374,191.31754248795588,188.97787243386384,189.6817626953125,46920300,0.0,0.0
2023-07-06 00:00:00-04:00,188.2045627194373,190.36579032144616,187.57007679659148,190.1575927734375,45094300,0.0,0.0
2023-07-07 00:00:00-04:00,189.76106040417397,191.01020041329645,188.60114143984475,189.03733825683594,46778000,0.0,0.0
2023-07-10 00:00:00-04:00,187.62960873841527,188.35333102371072,185.42873178327892,186.98521423339844,59922200,0.0,0.0
2023-07-11 00:00:00-04:00,187.53046059023825,187.66925393721883,184.99251645839882,186.4597625732422,46638100,0.0,0.0
